39.9181628 116.2738037 
39.8029974 116.4447784 
3 116.27418388888889 39.91773 
8 116.27017833333333 39.9176825 
3 116.27457805555555 39.91762166666667 
4 116.27374222222222 39.91172111111111 
5 116.41877861111111 39.83222027777778 
5 116.420425 39.832075 
5 116.42942833333333 39.81355972222222 
4 116.42952583333333 39.804610555555556 
2 116.4296175 39.80371972222222 
3 116.44410277777777 39.80502861111111 
2 116.44419638888888 39.8033075 
3 116.44435722222222 39.80330722222222 
2 116.44441805555556 39.802886388888886 
15 116.44478277777777 39.80290333333333
